"If incident beam > 100, viewglass no",,,,,,,,
Date/Time,AHU1 WIN NW OFFICE 1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU2 WIN NE BREAK ROOM:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SE OFFICE 2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SW OFFICE:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),,,,
 01/19  10:00:00,0,10.58929328,449.0425234,9.904677595,0,0,1,0
 01/19  11:00:00,0,0,495.3151826,95.33758195,0,0,1,1
 01/19  12:00:00,0,0,426.1548473,203.6325338,0,0,1,1
 01/19  13:00:00,0,0,297.7833132,324.5669674,0,0,1,1
 01/19  14:00:00,0,0,173.3341146,434.9401819,0,0,1,1
 01/19  15:00:00,0,0,71.69490978,474.199064,0,0,1,1
 01/19  16:00:00,13.36027398,0,1.955142114,305.0175735,0,0,0,1
 01/19  17:00:00,50.22264851,0,0,253.6038517,1,0,0,1
 01/19  18:00:00,25.99294099,0,0,80.77382632,0,0,0,1
 01/19  19:00:00,0,0,0,0,0,0,0,0
 01/19  20:00:00,0,0,0,0,0,0,0,0
 01/19  21:00:00,0,0,0,0,0,0,0,0
 01/19  22:00:00,0,0,0,0,0,0,0,0
 01/19  23:00:00,0,0,0,0,0,0,0,0
 01/19  24:00:00,0,0,0,0,0,0,0,0
 01/20  01:00:00,0,0,0,0,0,0,0,0
 01/20  02:00:00,0,0,0,0,0,0,0,0
 01/20  03:00:00,0,0,0,0,0,0,0,0
 01/20  04:00:00,0,0,0,0,0,0,0,0
 01/20  05:00:00,0,0,0,0,0,0,0,0
 01/20  06:00:00,0,0,0,0,0,0,0,0
 01/20  07:00:00,0,0,0,0,0,0,0,0
 01/20  08:00:00,0,0,0,0,0,0,0,0
 01/20  09:00:00,0,0.446705804,3.38249079,0,0,0,0,0
 01/20  10:00:00,0,0.399747988,23.41647036,0.685893875,0,0,0,0
 01/20  11:00:00,0,0,52.81114704,10.6675866,0,0,1,0
 01/20  12:00:00,0,0,65.01015752,31.19754833,0,0,1,0
 01/20  13:00:00,0,0,42.27258469,45.64188164,0,0,0,0
 01/20  14:00:00,0,0,18.75806032,44.7196207,0,0,0,0
 01/20  15:00:00,0,0,1.46218914,7.195919944,0,0,0,0
 01/20  16:00:00,0,0,5.24E-03,0.251925024,0,0,0,0
 01/20  17:00:00,0,0,0,0,0,0,0,0
 01/20  18:00:00,0,0,0,0,0,0,0,0
 01/20  19:00:00,0,0,0,0,0,0,0,0
 01/20  20:00:00,0,0,0,0,0,0,0,0
 01/20  21:00:00,0,0,0,0,0,0,0,0
 01/20  22:00:00,0,0,0,0,0,0,0,0
 01/20  23:00:00,0,0,0,0,0,0,0,0
 01/20  24:00:00,0,0,0,0,0,0,0,0
 01/21  01:00:00,0,0,0,0,0,0,0,0
 01/21  02:00:00,0,0,0,0,0,0,0,0
 01/21  03:00:00,0,0,0,0,0,0,0,0
 01/21  04:00:00,0,0,0,0,0,0,0,0
 01/21  05:00:00,0,0,0,0,0,0,0,0
 01/21  06:00:00,0,0,0,0,0,0,0,0
 01/21  07:00:00,0,0,0,0,0,0,0,0
 01/21  08:00:00,0,5.112734731,13.86084973,0,0,0,0,0
 01/21  09:00:00,0,29.31570312,123.039494,0,0,0,1,0
 01/21  10:00:00,0,26.60029113,349.4753272,0.146969731,0,0,1,0
 01/21  11:00:00,0,0,425.5642617,52.86710503,0,0,1,1
 01/21  12:00:00,0,0,373.4286504,145.5066296,0,0,1,1
 01/21  13:00:00,0,0,262.2148677,265.9935298,0,0,1,1
 01/21  14:00:00,0,0,153.3601607,404.9006917,0,0,1,1
 01/21  15:00:00,0,0,59.2445653,505.1692059,0,0,1,1
 01/21  16:00:00,38.82497741,0,0,507.1202841,0,0,0,1
 01/21  17:00:00,97.05913876,0,0,400.580159,1,0,0,1
 01/21  18:00:00,65.92818951,0,0,170.1822397,1,0,0,1
 01/21  19:00:00,0,0,0,0,0,0,0,0
 01/21  20:00:00,0,0,0,0,0,0,0,0
 01/21  21:00:00,0,0,0,0,0,0,0,0
 01/21  22:00:00,0,0,0,0,0,0,0,0
 01/21  23:00:00,0,0,0,0,0,0,0,0
 01/21  24:00:00,0,0,0,0,0,0,0,0
 01/22  01:00:00,0,0,0,0,0,0,0,0
 01/22  02:00:00,0,0,0,0,0,0,0,0
 01/22  03:00:00,0,0,0,0,0,0,0,0
 01/22  04:00:00,0,0,0,0,0,0,0,0
 01/22  05:00:00,0,0,0,0,0,0,0,0
 01/22  06:00:00,0,0,0,0,0,0,0,0
 01/22  07:00:00,0,0,0,0,0,0,0,0
 01/22  08:00:00,0,2.937102931,7.962615803,0,0,0,0,0
 01/22  09:00:00,0,23.0814496,100.1692597,0,0,0,1,0
 01/22  10:00:00,0,27.03497491,353.412961,0.145450664,0,0,1,0
 01/22  11:00:00,0,0,411.8449326,51.16653458,0,0,1,1
 01/22  12:00:00,0,0,368.9842617,143.9343965,0,0,1,1
 01/22  13:00:00,0,0,255.4855721,257.393585,0,0,1,1
 01/22  14:00:00,0,0,130.7538265,340.7677387,0,0,1,1
 01/22  15:00:00,0,0,43.34098371,365.5946181,0,0,0,1
 01/22  16:00:00,27.16862228,0,0,357.9818654,0,0,0,1
 01/22  17:00:00,62.24425444,0,0,258.547253,1,0,0,1
 01/22  18:00:00,35.97403336,0,0,93.2927492,0,0,0,1
 01/22  19:00:00,0,0,0,0,0,0,0,0
 01/22  20:00:00,0,0,0,0,0,0,0,0
 01/22  21:00:00,0,0,0,0,0,0,0,0
 01/22  22:00:00,0,0,0,0,0,0,0,0
 01/22  23:00:00,0,0,0,0,0,0,0,0
 01/22  24:00:00,0,0,0,0,0,0,0,0
 01/23  01:00:00,0,0,0,0,0,0,0,0
 01/23  02:00:00,0,0,0,0,0,0,0,0
 01/23  03:00:00,0,0,0,0,0,0,0,0
 01/23  04:00:00,0,0,0,0,0,0,0,0
 01/23  05:00:00,0,0,0,0,0,0,0,0
 01/23  06:00:00,0,0,0,0,0,0,0,0
 01/23  07:00:00,0,0,0,0,0,0,0,0
 01/23  08:00:00,0,5.167125526,14.00830558,0,0,0,0,0
 01/23  09:00:00,0,31.21563143,131.8521491,0,0,0,1,0
 01/23  10:00:00,0,29.57134932,378.9462451,0.150007865,0,0,1,0
 01/23  11:00:00,0,0,380.6791931,45.11151673,0,0,1,0
 01/23  12:00:00,0,0,220.5094901,83.28944151,0,0,1,1
 01/23  13:00:00,0,0,106.8069442,105.1341144,0,0,1,1
 01/23  14:00:00,0,0,41.54238737,106.2675353,0,0,0,1
 01/23  15:00:00,0,0,10.95589665,87.06063262,0,0,0,1
 01/23  16:00:00,3.973414117,0,0,52.91236477,0,0,0,1
 01/23  17:00:00,14.13480033,0,0,57.22435943,0,0,0,1
 01/23  18:00:00,13.24804485,0,0,33.95505168,0,0,0,0
 01/23  19:00:00,0,0,0,0,0,0,0,0
 01/23  20:00:00,0,0,0,0,0,0,0,0
 01/23  21:00:00,0,0,0,0,0,0,0,0
 01/23  22:00:00,0,0,0,0,0,0,0,0
 01/23  23:00:00,0,0,0,0,0,0,0,0
 01/23  24:00:00,0,0,0,0,0,0,0,0
 01/24  01:00:00,0,0,0,0,0,0,0,0
 01/24  02:00:00,0,0,0,0,0,0,0,0
 01/24  03:00:00,0,0,0,0,0,0,0,0
 01/24  04:00:00,0,0,0,0,0,0,0,0
 01/24  05:00:00,0,0,0,0,0,0,0,0
 01/24  06:00:00,0,0,0,0,0,0,0,0
 01/24  07:00:00,0,0,0,0,0,0,0,0
 01/24  08:00:00,0,0,0,0,0,0,0,0
 01/24  09:00:00,0,2.25041545,10.63341845,0,0,0,0,0
 01/24  10:00:00,0,4.203617106,53.5346782,2.04E-02,0,0,1,0
 01/24  11:00:00,0,0,55.64449523,7.053274249,0,0,1,0
 01/24  12:00:00,0,0,58.69249369,22.78859988,0,0,1,0
 01/24  13:00:00,0,0,32.80783157,32.09152413,0,0,0,0
 01/24  14:00:00,0,0,9.499875449,23.26710068,0,0,0,0
 01/24  15:00:00,0,0,1.009092694,6.781293424,0,0,0,0
 01/24  16:00:00,0.463764526,0,0,4.21535267,0,0,0,0
 01/24  17:00:00,3.719231068,0,0,15.21949854,0,0,0,0
 01/24  18:00:00,0.622546363,0,0,1.767119498,0,0,0,0
 01/24  19:00:00,0,0,0,0,0,0,0,0
 01/24  20:00:00,0,0,0,0,0,0,0,0
 01/24  21:00:00,0,0,0,0,0,0,0,0
 01/24  22:00:00,0,0,0,0,0,0,0,0
 01/24  23:00:00,0,0,0,0,0,0,0,0
 01/24  24:00:00,0,0,0,0,0,0,0,0
 01/25  01:00:00,0,0,0,0,0,0,0,0
 01/25  02:00:00,0,0,0,0,0,0,0,0
 01/25  03:00:00,0,0,0,0,0,0,0,0
 01/25  04:00:00,0,0,0,0,0,0,0,0
 01/25  05:00:00,0,0,0,0,0,0,0,0
 01/25  06:00:00,0,0,0,0,0,0,0,0
 01/25  07:00:00,0,0,0,0,0,0,0,0
 01/25  08:00:00,0,8.756917997,23.74039156,0,0,0,0,0
 01/25  09:00:00,0,45.15763227,186.8605243,0,0,0,1,0
 01/25  10:00:00,0,35.59135449,455.4789652,0.181401916,0,0,1,0
 01/25  11:00:00,0,0,495.5912331,60.90436112,0,0,1,1
 01/25  12:00:00,0,0,414.1605023,161.2169392,0,0,1,1
 01/25  13:00:00,0,0,288.3912359,291.6279234,0,0,1,1
 01/25  14:00:00,0,0,157.8117346,413.493015,0,0,1,1
 01/25  15:00:00,0,0,53.20930281,427.7008519,0,0,1,1
 01/25  16:00:00,13.74552354,0,0,209.7692474,0,0,0,1
 01/25  17:00:00,21.10935047,0,0,89.64660954,0,0,0,1
 01/25  18:00:00,8.92585513,0,0,23.35927533,0,0,0,0
 01/25  19:00:00,0,0,0,0,0,0,0,0
 01/25  20:00:00,0,0,0,0,0,0,0,0
 01/25  21:00:00,0,0,0,0,0,0,0,0
 01/25  22:00:00,0,0,0,0,0,0,0,0
 01/25  23:00:00,0,0,0,0,0,0,0,0
 01/25  24:00:00,0,0,0,0,0,0,0,0
 01/26  01:00:00,0,0,0,0,0,0,0,0
 01/26  02:00:00,0,0,0,0,0,0,0,0
 01/26  03:00:00,0,0,0,0,0,0,0,0
 01/26  04:00:00,0,0,0,0,0,0,0,0
 01/26  05:00:00,0,0,0,0,0,0,0,0
 01/26  06:00:00,0,0,0,0,0,0,0,0
 01/26  07:00:00,0,0,0,0,0,0,0,0
 01/26  08:00:00,0,3.916137241,10.61682107,0,0,0,0,0
 01/26  09:00:00,0,13.05084017,49.80948223,0,0,0,0,0
 01/26  10:00:00,0,2.313744404,22.57352076,4.43E-03,0,0,0,0
 01/26  11:00:00,0,0,6.734851623,0.894337238,0,0,0,0
 01/26  12:00:00,0,0,12.9149209,4.981286792,0,0,0,0
 01/26  13:00:00,0,0,5.575596007,5.650920734,0,0,0,0
 01/26  14:00:00,0,0,7.293482851,22.14435285,0,0,0,0
 01/26  15:00:00,0,0,9.293584044,85.90757792,0,0,0,1
 01/26  16:00:00,11.08415035,0,0,131.1637179,0,0,0,1
 01/26  17:00:00,43.83126982,0,0,177.7500949,0,0,0,1
 01/26  18:00:00,35.90124059,0,0,92.325711,0,0,0,1
 01/26  19:00:00,0,0,0,0,0,0,0,0
 01/26  20:00:00,0,0,0,0,0,0,0,0
 01/26  21:00:00,0,0,0,0,0,0,0,0
 01/26  22:00:00,0,0,0,0,0,0,0,0
 01/26  23:00:00,0,0,0,0,0,0,0,0
 01/26  24:00:00,0,0,0,0,0,0,0,0
 01/27  01:00:00,0,0,0,0,0,0,0,0
 01/27  02:00:00,0,0,0,0,0,0,0,0
 01/27  03:00:00,0,0,0,0,0,0,0,0
 01/27  04:00:00,0,0,0,0,0,0,0,0
 01/27  05:00:00,0,0,0,0,0,0,0,0
 01/27  06:00:00,0,0,0,0,0,0,0,0
 01/27  07:00:00,0,0,0,0,0,0,0,0
 01/27  08:00:00,0,7.723492891,20.93873045,0,0,0,0,0
 01/27  09:00:00,0,41.57461245,173.0593403,0,0,0,1,0
 01/27  10:00:00,0,34.66150542,443.6414563,0.176211771,0,0,1,0
 01/27  11:00:00,0,0,480.5099306,59.12123289,0,0,1,1
 01/27  12:00:00,0,0,407.525854,158.7911476,0,0,1,1
 01/27  13:00:00,0,0,288.9969204,293.26031,0,0,1,1
 01/27  14:00:00,0,0,167.0105815,439.0883092,0,0,1,1
 01/27  15:00:00,0,0,60.3054402,510.3059236,0,0,1,1
 01/27  16:00:00,36.37829268,0,0,485.1120726,0,0,0,1
 01/27  17:00:00,80.25871946,0,0,332.1590003,1,0,0,1
 01/27  18:00:00,59.47160592,0,0,153.0716641,1,0,0,1
 01/27  19:00:00,0,0,0,0,0,0,0,0
 01/27  20:00:00,0,0,0,0,0,0,0,0
 01/27  21:00:00,0,0,0,0,0,0,0,0
 01/27  22:00:00,0,0,0,0,0,0,0,0
 01/27  23:00:00,0,0,0,0,0,0,0,0
 01/27  24:00:00,0,0,0,0,0,0,0,0
 01/28  01:00:00,0,0,0,0,0,0,0,0
 01/28  02:00:00,0,0,0,0,0,0,0,0
 01/28  03:00:00,0,0,0,0,0,0,0,0
 01/28  04:00:00,0,0,0,0,0,0,0,0
 01/28  05:00:00,0,0,0,0,0,0,0,0
 01/28  06:00:00,0,0,0,0,0,0,0,0
 01/28  07:00:00,0,0,0,0,0,0,0,0
 01/28  08:00:00,0,8.213010047,22.26583308,0,0,0,0,0
 01/28  09:00:00,0,43.35383131,179.9841957,0,0,0,1,0
 01/28  10:00:00,0,35.28163828,452.344778,0.180642383,0,0,1,0
 01/28  11:00:00,0,0,494.4394095,60.78726174,0,0,1,1
 01/28  12:00:00,0,0,414.4968171,161.4128595,0,0,1,1
 01/28  13:00:00,0,0,291.0137307,294.6455333,0,0,1,1
 01/28  14:00:00,0,0,163.5080211,430.1532735,0,0,1,1
 01/28  15:00:00,0,0,60.65302391,514.6493166,0,0,1,1
 01/28  16:00:00,38.25731801,0,0,502.2325064,0,0,0,1
 01/28  17:00:00,95.68283891,0,0,393.6605823,1,0,0,1
 01/28  18:00:00,74.42429281,0,0,191.4091534,1,0,0,1
 01/28  19:00:00,0,0,0,0,0,0,0,0
 01/28  20:00:00,0,0,0,0,0,0,0,0
 01/28  21:00:00,0,0,0,0,0,0,0,0
 01/28  22:00:00,0,0,0,0,0,0,0,0
 01/28  23:00:00,0,0,0,0,0,0,0,0
 01/28  24:00:00,0,0,0,0,0,0,0,0
 01/29  01:00:00,0,0,0,0,0,0,0,0
 01/29  02:00:00,0,0,0,0,0,0,0,0
 01/29  03:00:00,0,0,0,0,0,0,0,0
 01/29  04:00:00,0,0,0,0,0,0,0,0
 01/29  05:00:00,0,0,0,0,0,0,0,0
 01/29  06:00:00,0,0,0,0,0,0,0,0
 01/29  07:00:00,0,0,0,0,0,0,0,0
 01/29  08:00:00,0,0,0,0,0,0,0,0
 01/29  09:00:00,0,0,0,0,0,0,0,0
 01/29  10:00:00,0,0,0,0,0,0,0,0
 01/29  11:00:00,0,0,10.52136764,2.002360447,0,0,0,0
 01/29  12:00:00,0,0,48.77687947,19.7153228,0,0,0,0
 01/29  13:00:00,0,0,44.57363971,46.07855509,0,0,0,0
 01/29  14:00:00,0,0,33.01003227,88.51813972,0,0,0,1
 01/29  15:00:00,0,0,14.75359757,126.439317,0,0,0,1
 01/29  16:00:00,9.123473098,0,0,121.5334945,0,0,0,1
 01/29  17:00:00,19.84832967,0,0,82.6136027,0,0,0,1
 01/29  18:00:00,11.45010204,0,0,29.68798321,0,0,0,0
 01/29  19:00:00,0,0,0,0,0,0,0,0
 01/29  20:00:00,0,0,0,0,0,0,0,0
 01/29  21:00:00,0,0,0,0,0,0,0,0
 01/29  22:00:00,0,0,0,0,0,0,0,0
 01/29  23:00:00,0,0,0,0,0,0,0,0
 01/29  24:00:00,0,0,0,0,0,0,0,0
 01/30  01:00:00,0,0,0,0,0,0,0,0
 01/30  02:00:00,0,0,0,0,0,0,0,0
 01/30  03:00:00,0,0,0,0,0,0,0,0
 01/30  04:00:00,0,0,0,0,0,0,0,0
 01/30  05:00:00,0,0,0,0,0,0,0,0
 01/30  06:00:00,0,0,0,0,0,0,0,0
 01/30  07:00:00,0,0,0,0,0,0,0,0
 01/30  08:00:00,0,5.982987451,16.2201433,0,0,0,0,0
 01/30  09:00:00,0,30.25719489,124.8532554,0,0,0,1,0
 01/30  10:00:00,0,23.56316123,312.5375256,0.135196962,0,0,1,0
 01/30  11:00:00,0,0,405.1970883,50.60079471,0,0,1,1
 01/30  12:00:00,0,0,363.3463734,141.7421596,0,0,1,1
 01/30  13:00:00,0,0,255.2924537,258.1221795,0,0,1,1
 01/30  14:00:00,0,0,138.8853029,363.5657102,0,0,1,1
 01/30  15:00:00,0,0,48.22244737,409.0314487,0,0,0,1
 01/30  16:00:00,31.6163005,0,0,413.6837619,0,0,0,1
 01/30  17:00:00,76.99902231,0,0,317.8589675,1,0,0,1
 01/30  18:00:00,54.11183893,0,0,139.5306886,1,0,0,1
 01/30  19:00:00,0,0,0,0,0,0,0,0
 01/30  20:00:00,0,0,0,0,0,0,0,0
 01/30  21:00:00,0,0,0,0,0,0,0,0
 01/30  22:00:00,0,0,0,0,0,0,0,0
 01/30  23:00:00,0,0,0,0,0,0,0,0
 01/30  24:00:00,0,0,0,0,0,0,0,0
 01/31  01:00:00,0,0,0,0,0,0,0,0
 01/31  02:00:00,0,0,0,0,0,0,0,0
 01/31  03:00:00,0,0,0,0,0,0,0,0
 01/31  04:00:00,0,0,0,0,0,0,0,0
 01/31  05:00:00,0,0,0,0,0,0,0,0
 01/31  06:00:00,0,0,0,0,0,0,0,0
 01/31  07:00:00,0,0,0,0,0,0,0,0
 01/31  08:00:00,0,6.690067786,18.13706933,0,0,0,0,0
 01/31  09:00:00,0,37.32800859,156.1226612,0,0,0,1,0
 01/31  10:00:00,0,32.5179879,417.1354145,0.166211246,0,0,1,0
 01/31  11:00:00,0,0,445.7957253,54.31175689,0,0,1,1
 01/31  12:00:00,0,0,348.1117019,135.1939322,0,0,1,1
 01/31  13:00:00,0,0,238.3891856,240.1770734,0,0,1,1
 01/31  14:00:00,0,0,120.7425777,313.6199334,0,0,1,1
 01/31  15:00:00,0,0,36.07021067,285.1702938,0,0,0,1
 01/31  16:00:00,8.59752137,0,0,127.2712536,0,0,0,1
 01/31  17:00:00,22.19575703,0,0,91.79169489,0,0,0,1
 01/31  18:00:00,12.12762376,0,0,31.53511084,0,0,0,0
 01/31  19:00:00,0,0,0,0,0,0,0,0
 01/31  20:00:00,0,0,0,0,0,0,0,0
 01/31  21:00:00,0,0,0,0,0,0,0,0
 01/31  22:00:00,0,0,0,0,0,0,0,0
 01/31  23:00:00,0,0,0,0,0,0,0,0
 01/31  24:00:00,0,0,0,0,0,0,0,0
 02/01  01:00:00,0,0,0,0,0,0,0,0
 02/01  02:00:00,0,0,0,0,0,0,0,0
 02/01  03:00:00,0,0,0,0,0,0,0,0
 02/01  04:00:00,0,0,0,0,0,0,0,0
 02/01  05:00:00,0,0,0,0,0,0,0,0
 02/01  06:00:00,0,0,0,0,0,0,0,0
 02/01  07:00:00,0,0,0,0,0,0,0,0
 02/01  08:00:00,0,6.526895401,17.69470178,0,0,0,0,0
 02/01  09:00:00,0,36.76378712,153.950702,0,0,0,1,0
 02/01  10:00:00,0,32.39683795,416.2889675,0.166464424,0,0,1,0
 02/01  11:00:00,0,0,421.5286414,49.56882508,0,0,1,0
 02/01  12:00:00,0,0,211.023717,77.8669053,0,0,1,1
 02/01  13:00:00,0,0,64.75035855,61.33465819,0,0,1,1
 02/01  14:00:00,0,0,15.78139713,38.69329307,0,0,0,0
 02/01  15:00:00,0,0,2.090159168,14.65480367,0,0,0,0
 02/01  16:00:00,1.75E-02,0,0,1.348504185,0,0,0,0
 02/01  17:00:00,0,0,0,0,0,0,0,0
 02/01  18:00:00,0,0,0,0,0,0,0,0
 02/01  19:00:00,0,0,0,0,0,0,0,0
 02/01  20:00:00,0,0,0,0,0,0,0,0
 02/01  21:00:00,0,0,0,0,0,0,0,0
 02/01  22:00:00,0,0,0,0,0,0,0,0
 02/01  23:00:00,0,0,0,0,0,0,0,0
 02/01  24:00:00,0,0,0,0,0,0,0,0
 02/02  01:00:00,0,0,0,0,0,0,0,0
 02/02  02:00:00,0,0,0,0,0,0,0,0
 02/02  03:00:00,0,0,0,0,0,0,0,0
 02/02  04:00:00,0,0,0,0,0,0,0,0
 02/02  05:00:00,0,0,0,0,0,0,0,0
 02/02  06:00:00,0,0,0,0,0,0,0,0
 02/02  07:00:00,0,0,0,0,0,0,0,0
 02/02  08:00:00,0,4.786389961,12.97611464,0,0,0,0,0
 02/02  09:00:00,0,28.59118089,120.6041377,0,0,0,1,0
 02/02  10:00:00,0,26.92170588,349.1480495,0.142285941,0,0,1,0
 02/02  11:00:00,0,0,405.9823725,50.71165721,0,0,1,1
 02/02  12:00:00,0,0,379.9708886,148.4982659,0,0,1,1
 02/02  13:00:00,0,0,269.977477,273.3893977,0,0,1,1
 02/02  14:00:00,0,0,152.8033223,402.7405711,0,0,1,1
 02/02  15:00:00,0,0,58.53956823,500.4231788,0,0,1,1
 02/02  16:00:00,40.12771391,0,0,519.6475068,0,0,0,1
 02/02  17:00:00,106.3065758,0,0,436.7040314,1,0,0,1
 02/02  18:00:00,81.21072855,0,0,208.9997778,1,0,0,1
 02/02  19:00:00,0,0,0,0,0,0,0,0
 02/02  20:00:00,0,0,0,0,0,0,0,0
 02/02  21:00:00,0,0,0,0,0,0,0,0
 02/02  22:00:00,0,0,0,0,0,0,0,0
 02/02  23:00:00,0,0,0,0,0,0,0,0
 02/02  24:00:00,0,0,0,0,0,0,0,0
 02/03  01:00:00,0,0,0,0,0,0,0,0
 02/03  02:00:00,0,0,0,0,0,0,0,0
 02/03  03:00:00,0,0,0,0,0,0,0,0
 02/03  04:00:00,0,0,0,0,0,0,0,0
 02/03  05:00:00,0,0,0,0,0,0,0,0
 02/03  06:00:00,0,0,0,0,0,0,0,0
 02/03  07:00:00,0,0,0,0,0,0,0,0
 02/03  08:00:00,0,5.003953141,13.56593804,0,0,0,0,0
 02/03  09:00:00,0,29.90127147,126.135717,0,0,0,1,0
 02/03  10:00:00,0,28.00441285,358.3286763,0.141399819,0,0,1,0
 02/03  11:00:00,0,0,368.1767686,44.36015561,0,0,1,0
 02/03  12:00:00,0,0,254.3804526,97.23246912,0,0,1,1
 02/03  13:00:00,0,0,139.2515058,138.4965743,0,0,1,1
 02/03  14:00:00,0,0,63.7202518,165.470579,0,0,1,1
 02/03  15:00:00,0,0,20.14550741,161.8500906,0,0,0,1
 02/03  16:00:00,5.562891417,0,0,83.58000971,0,0,0,1
 02/03  17:00:00,8.693070724,0,0,36.96918015,0,0,0,0
 02/03  18:00:00,3.059685485,0,0,8.076692926,0,0,0,0
 02/03  19:00:00,0,0,0,0,0,0,0,0
 02/03  20:00:00,0,0,0,0,0,0,0,0
 02/03  21:00:00,0,0,0,0,0,0,0,0
 02/03  22:00:00,0,0,0,0,0,0,0,0
 02/03  23:00:00,0,0,0,0,0,0,0,0
 02/03  24:00:00,0,0,0,0,0,0,0,0
 02/04  01:00:00,0,0,0,0,0,0,0,0
 02/04  02:00:00,0,0,0,0,0,0,0,0
 02/04  03:00:00,0,0,0,0,0,0,0,0
 02/04  04:00:00,0,0,0,0,0,0,0,0
 02/04  05:00:00,0,0,0,0,0,0,0,0
 02/04  06:00:00,0,0,0,0,0,0,0,0
 02/04  07:00:00,0,0,0,0,0,0,0,0
 02/04  08:00:00,0,3.970528036,10.76427692,0,0,0,0,0
 02/04  09:00:00,0,26.14514278,111.5165779,0,0,0,1,0
 02/04  10:00:00,0,26.17907637,317.6526708,0.108106934,0,0,1,0
 02/04  11:00:00,0,0,239.9712296,28.68282546,0,0,1,0
 02/04  12:00:00,0,0,195.3231754,76.50949418,0,0,1,1
 02/04  13:00:00,0,0,149.8257965,152.4457256,0,0,1,1
 02/04  14:00:00,0,0,88.10649917,232.4676332,0,0,1,1
 02/04  15:00:00,0,0,34.96532211,310.4075152,0,0,0,1
 02/04  16:00:00,32.86169939,0,0,419.5670387,0,0,0,1
 02/04  17:00:00,80.17845634,0,0,330.8946177,1,0,0,1
 02/04  18:00:00,57.33954699,0,0,147.7801541,1,0,0,1
 02/04  19:00:00,0,0,0,0,0,0,0,0
 02/04  20:00:00,0,0,0,0,0,0,0,0
 02/04  21:00:00,0,0,0,0,0,0,0,0
 02/04  22:00:00,0,0,0,0,0,0,0,0
 02/04  23:00:00,0,0,0,0,0,0,0,0
 02/04  24:00:00,0,0,0,0,0,0,0,0
 02/05  01:00:00,0,0,0,0,0,0,0,0
 02/05  02:00:00,0,0,0,0,0,0,0,0
 02/05  03:00:00,0,0,0,0,0,0,0,0
 02/05  04:00:00,0,0,0,0,0,0,0,0
 02/05  05:00:00,0,0,0,0,0,0,0,0
 02/05  06:00:00,0,0,0,0,0,0,0,0
 02/05  07:00:00,0,0,0,0,0,0,0,0
 02/05  08:00:00,0,0,0,0,0,0,0,0
 02/05  09:00:00,0,0,0,0,0,0,0,0
 02/05  10:00:00,0,1.64E-02,0.707594369,7.60E-04,0,0,0,0
 02/05  11:00:00,0,0,7.477151782,1.212251553,0,0,0,0
 02/05  12:00:00,0,0,23.71547717,9.746421172,0,0,0,0
 02/05  13:00:00,0,0,23.8261457,23.72858926,0,0,0,0
 02/05  14:00:00,0,0,7.491201309,18.6278109,0,0,0,0
 02/05  15:00:00,0,0,1.386698506,10.21047426,0,0,0,0
 02/05  16:00:00,1.37E-02,0,0,1.055351101,0,0,0,0
 02/05  17:00:00,0,0,0,0,0,0,0,0
 02/05  18:00:00,0,0,0,0,0,0,0,0
 02/05  19:00:00,0,0,0,0,0,0,0,0
 02/05  20:00:00,0,0,0,0,0,0,0,0
 02/05  21:00:00,0,0,0,0,0,0,0,0
 02/05  22:00:00,0,0,0,0,0,0,0,0
 02/05  23:00:00,0,0,0,0,0,0,0,0
 02/05  24:00:00,0,0,0,0,0,0,0,0
 02/06  01:00:00,0,0,0,0,0,0,0,0
 02/06  02:00:00,0,0,0,0,0,0,0,0
 02/06  03:00:00,0,0,0,0,0,0,0,0
 02/06  04:00:00,0,0,0,0,0,0,0,0
 02/06  05:00:00,0,0,0,0,0,0,0,0
 02/06  06:00:00,0,0,0,0,0,0,0,0
 02/06  07:00:00,0,0,0,0,0,0,0,0
 02/06  08:00:00,0,0,0,0,0,0,0,0
 02/06  09:00:00,0,0.317366281,1.499584653,0,0,0,0,0
 02/06  10:00:00,0,0.560869372,6.169348509,1.39E-03,0,0,0,0
 02/06  11:00:00,0,0,1.757469729,0.246862533,0,0,0,0
 02/06  12:00:00,0,0,12.04373928,5.632397621,0,0,0,0
 02/06  13:00:00,0,0,29.79180503,30.31491254,0,0,0,0
 02/06  14:00:00,0,0,11.89230748,30.30199271,0,0,0,0
 02/06  15:00:00,0,0,3.542212901,31.638506,0,0,0,0
 02/06  16:00:00,4.218447444,0,0,51.38730218,0,0,0,1
 02/06  17:00:00,13.3137693,0,0,54.35469238,0,0,0,1
 02/06  18:00:00,10.56816135,0,0,27.18456392,0,0,0,0
 02/06  19:00:00,0,0,0,0,0,0,0,0
 02/06  20:00:00,0,0,0,0,0,0,0,0
 02/06  21:00:00,0,0,0,0,0,0,0,0
 02/06  22:00:00,0,0,0,0,0,0,0,0
 02/06  23:00:00,0,0,0,0,0,0,0,0
 02/06  24:00:00,0,0,0,0,0,0,0,0
 02/07  01:00:00,0,0,0,0,0,0,0,0
 02/07  02:00:00,0,0,0,0,0,0,0,0
